title,images,category,description,price,sku
SF2637SL - 1AAArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2637sl.jpg,sanfordjapan,"Rechargeable 2AA LED searchlight.
Corrosion / Water / Shock Resistance.
Life Time Warranty for CREE LED.
Hyper Bright CREE 5W LED.
Range - 900 meters / 135-150 lumens.
60 Minutes Continuous Working.
Rechargeable Lithium Battery - 1500mAh.
Current:450mA, Voltage:5.0V.
Charging Time: 3 Hours.
No of Switching Cycle - 10000 Times",,
SF443SL - 1AAArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf443sl.jpg,sanfordjapan,SERGEANT - Can Target Enemy Up To 400 Meters Range .,,
SF444SL - 1AA-BHArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf444sl_new1.jpg,sanfordjapan,"Rechargeable 1AA LED searchlight.
Corrosion / Water / Shock resistance.
Life time warranty for CREE LED.
Hyper bright CREE 5W LED.
Range - 800 Meters / 80-100 Lumens.
60 Minutes Continuous Working.
Rechargeable Lithium Battery - 1500mAh.
Current:450mA, Voltage:3.7V.
Charging time: 3 hours.
No of Switching Cycle - 10000 Times
Brochure",,
SF2638SL - 2AAArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2638sl.jpg,sanfordjapan,"Rechargeable 2AA LED searchlight.
Corrosion / Water / Shock Resistance.
Life Time Warranty for CREE LED.
Hyper Bright CREE 5W LED.
Range - 1000 meters / 100-120 lumens.
120 Minutes Continuous Working.
Rechargeable Lithium Battery - 2500mAh.
Current:450mA, Voltage:5.0V.
Charging Time: 6 Hours.
No of Switching Cycle - 10000 Times",,
SF4619SL-2AAAArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf4619sl.jpg,sanfordjapan,"Can target enemy upto 400 meters range
Lifetime warranty for cree LED / 60 mins continous working time
100-120 Lumens / Rechargeable Rec-B Battery : 800mAH
Current : 350MA / Voltage : 2.4V / Charging : 6 Hrs
High Beam / Long Range / Long Operation Time
Dynamic Flash LED Technology / Unbreakable lens
Shock proof,Machined Aircraft Aluminium alloy
Hyper bright cree led, Rechargeable
Corrosion proof, Water proof .",,
SF439SL - 2AAArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf439sl.jpg,sanfordjapan,"Rechargeable 2AA LED searchlight.
Corrosion / Water / Shock Resistance.
Life Time Warranty for CREE LED.
Hyper Bright CREE 5W LED.
Range - 1000 meters / 135-150 lumens.
120 Minutes Continuous Working.
Rechargeable Lithium Battery - 2500mAh.
Current:450mA, Voltage:5.0V.
Charging Time: 6 Hours.
No of Switching Cycle - 10000 Times
Brochure",,
SF440SL-2AA-BHArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf440sl.jpg,sanfordjapan,CAPTAIN - Can Target Enemy Up To 500 Meters Range .,,
SF445SL - 2X2/3AArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf445sl.jpg,sanfordjapan,SOLDIER - Can Target Enemy Up To 500 Meters Range .,,
SF446SL - 1CArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf446sl.jpg,sanfordjapan,SOLDIER - Can Target Enemy Up To 800 Meters Range .,,
SF447SL - 2CArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf447sl.jpg,sanfordjapan,SOLDIER - Can Target Enemy Up To 1000 Meters Range .,,
SF2646SL - 3CArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2646sl_new.jpg,sanfordjapan,"Rechargeable 3SC LED searchlight 3 piece combo.
Corrosion / Water / Shock resistance.
Life time warranty for CREE LED.
Hyper bright CREE 5W LED.
Range - 1800 meters / 100-120 lumens.
260 minutes continuous working.
Rechargeable NiCd - 2500mAh.
Current:650mA, Voltage:3.6V.
Charging time: 8 hours.
No of Switching Cycle - 10000 Times
Download Brochure",,
SF448SL - 3CArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf448sl.jpg,sanfordjapan,SOLDIER - Can Target Enemy Up To 1400 Meters Range .,,
SF2647SL - 4CArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2647sl.jpg,sanfordjapan,"Can Target Enemy Up To 1400 Meters Range
                        Life time warranty for CREE LED
Corrosion / Water / Shock Resistance
Hyper bright CREE 3W LED
Range - 1400 meters / 100-120 Lumens
320 minutes continuous working
Rechargeable NI-CD battery - 2500MAH
Charing time : 14 hours ",,
SF449SL - 4CArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf449sl.jpg,sanfordjapan,SOLDIER - Can Target Enemy Up To 1400 Meters Range .,,
SF410SL - 4CArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf410sl.jpg,sanfordjapan,SOLDIER - Can Target Enemy Up To 1000 Meters Range .,,
SF2648SL - 5CArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2648sl.jpg,sanfordjapan,"Can Target Enemy Up To 1600 Meters Range
                        Life time warranty for CREE LED
Corrosion / Water / Shock Resistance
Hyper bright CREE 3W LED
Range - 1600 meters / 100-120 Lumens
380 minutes continuous working
Rechargeable NI-CD battery - 2500MAH
Charing time : 8 hours ",,
SF2639SL - 1DArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2639sl.jpg,sanfordjapan,"Can target enemy upto 400 Meters Range
                        Life time warranty for CREE LED
Corrosion / Water / Shock Resistance
Hyper bright CREE 3W LED
Range - 1600 meters / 100-120 Lumens
160 minutes continuous working
Rechargeable NI-CD battery - 4800MAH
Charing time : 8 hours.",,
SF441SL - 1DArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf441sl.jpg,sanfordjapan,LIEUTENANT - Can Target Enemy Up To 1600 Meters Range .,,
SF2640SL - 2DArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2640sl.jpg,sanfordjapan,"Rechargeable 2D LED searchlight.
Corrosion / Water / Shock Resistance.
Life Time Warranty For CREE LED.
Hyper Bright CREE 5W LED.
Range - 1800 Meters / 120-140 Lumens.
330 Minutes Continuous Working.
Rechargeable Ni-Cd Battery - 4800mAh.
Current:750mA, Voltage:2.4V.
Charging time: 8 hours.
No of Switching Cycle - 10000 Times.
Download Brochure.",,
SF436SL - 2DArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf436sl.jpg,sanfordjapan,"Can target enemy upto 2200 meters range
High Beam / Long Range / Long Operation Time
Dynamic Flash LED Technology / Unbreakable lens
Shock proof,Machined Aircraft Aluminium alloy
Hyper bright cree led, Rechargeable
Corrosion proof, Water proof .",,
SF2641SL - 3DArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2641sl.jpg,sanfordjapan,"Rechargeable 3D LED searchlight.
Corrosion / Water / Shock Resistance.
Life Time Warranty For CREE LED.
Hyper Bright CREE 5W LED.
Range - 2100 Meters / 120-140 Lumens.
400 Minutes Continuous Working.
Rechargeable Ni-Cd Battery - 4800mAh.
Current:750mA, Voltage:2.4V.
Charging time: 14 hours.
No of Switching Cycle - 10000 Times.
Download Brochure.",,
SF2642SL - 4DArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2642sl.jpg,sanfordjapan,"Rechargeable 4D LED searchlight.
Corrosion / Water / Shock Resistance.
Life Time Warranty For CREE LED.
Hyper Bright CREE 5W LED.
Range - 2500 Meters / 120-140 Lumens.
710 Minutes Continuous Working.
Rechargeable Ni-Cd Battery - 4800mAh.
Current:750mA, Voltage:4.84V.
Charging time: 14 hours.
No of Switching Cycle - 10000 Times.
Download Brochure.",,
SF426SL-4D-BHArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf426sl.jpg,sanfordjapan,"Can target enemy upto 2100 meters range
High Beam / Long Range / Long Operation Time
Dynamic Flash LED Technology / Unbreakable lens
Shock proof,Machined Aircraft Aluminium alloy
Hyper bright cree led, Rechargeable
Corrosion proof, Water proof .",,
SF2643SL - 5DArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf2643sl.jpg,sanfordjapan,"Rechargeable 5D LED searchlight.
Corrosion / Water / Shock Resistance.
Life Time Warranty For CREE LED.
Hyper Bright CREE 5W LED.
Range - 3000 Meters / 120-140 Lumens.
810 Minutes Continuous Working.
Rechargeable Ni-Cd Battery - 4800mAh.
Current:750mA, Voltage:6.0V.
Charging time: 16 hours.
No of Switching Cycle - 10000 Times.
Download Brochure.",,
SF427SL-5D-BHArmy Searchlight,https://sanfordjapan.com/products/luminous_collection/army_series/sf427sl.jpg,sanfordjapan,"Can target enemy upto 3000 meters range
High Beam / Long Range / Long Operation Time
Dynamic Flash LED Technology / Unbreakable lens
Shock proof,Machined Aircraft Aluminium alloy
Hyper bright cree led, Rechargeable
Corrosion proof, Water proof .",,
SF965RTFRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf965rtf_new1.jpg,sanfordjapan,"16” Rechargeable Fan.
LED Working Time: upto 50* Hours.
5 in 1, Multi-functional.
4 Pieces SMD LED.
5 speed control, 1350 RPM.
8 Hours Timer Function.
Charging time: 4 Hours.
AC/DC Operation.
USB Outout 5V 1A.
Oscillation function.
Battery Power Indicator.
Fan Working Time: upto 45* Hours.
3600mAh rechargeable lithium-ion battery",,
SF6659RSFNRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf6659rsfn.jpg,sanfordjapan,"10” Rechargeable Fan.
Quiet operation.
4 speed control.
Oscillation & tilt head function.
Durable ABS body.
Portable and light weight.
Adjustable height & dismantlable. 
Working Time*: Normal - 10 Hours, Medium - 6 Hours, High - 3.5 Hours, Very high - 2.5 hours.
Charging time: 4.5 Hours.
DC 5V USB Type C charging.
4500mAh rechargeable lithium-ion battery.
 Brochure    Manual",,
SF6600RSFNRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf6600rsfn_new.jpg,sanfordjapan,"18inch Rechargeable Stand Fan.
                        12pcs SMD Bright LED Light.
Strong ABS Body.
Five High-quality PP Blades.
Metal Grill Covering.
9 Speed Settings.
30 Mins Timer, Adjustable Height.
AC/DC Operation.
100% Copper Motor | 45Watts.
AC: 110-240V- 50/60Hz.
DC OPERATION
• Fan Working Time: High power: 6 hrs | Low: 12 hrs.
• LED Light Working Time: 45hours, Charging Time: 8-12hours.
• Battery Capacity Indicator, Battery: 12V  5.0Ah.
• Solar in: DC16V |USB output: 5.0V.
Brochure",,
SF974RSFRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf974rsf.jpg,sanfordjapan,"16” Rechargeable Oscillating stand fan.
                        3 speed function (High,Medium, Low), Adjustable stand
						AC and DC power operated.
                        Charge time: 8-10 hrs.
                        Remote control, Battery meter
						Fan working time : 7 hours high, 10 hours low.",,
SF943SFNRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf943sfn.jpg,sanfordjapan,"Rechargeable Stand fan, Super slim design.
						Beautiful & elegant DC motor, 10 hours timer, 3 wind type choices.
                        5 speed control, Low carbon and enery saving.
                        Digital display, Remote control, Adjustable height.
                        5 AS blade for comfortable breeze large angle
						Pitching angle adjustment.",,
SF944SFNRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf944sfn.jpg,sanfordjapan,"Rechargeable Stand fan, Super slim design.
						Beautiful & elegant DC motor, 10 hours timer, 3 wind type choices.
                        5 speed control, Low carbon and enery saving.
                        Digital display, Remote control, Adjustable height.
                        5 AS blade for comfortable breeze large angle
						Pitching angle adjustment.",,
SF945SFNRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf945sfn.jpg,sanfordjapan,"Rechargeable Stand fan, Super slim design.
						Beautiful & elegant DC motor, 10 hours timer, 3 wind type choices.
                        5 speed control, Low carbon and enery saving.
                        Digital display, Remote control, Adjustable height.
                        5 AS blade for comfortable breeze large angle
						Pitching angle adjustment.",,
SF961RTFRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf961rtf.jpg,sanfordjapan,"Rechargeable stand fan, Auto cut-off charge.
                        2 speed oscillating function, Full charge indicator.
						AC and DC power operated.
                        Charge time: 20-24 hours.
                        Working time : 3.5 hours - 5 hours
						AC 220-240V, 50/60Hz.",,
SF963RTFRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf963rtf.jpg,sanfordjapan,"Rechargeable stand fan, Auto cut-off charge.
                        2 speed oscillating function, Full charge indicator.
						AC and DC power operated.
                        Charge time: 20-24 hours. LED working time : 90 hours.
						AC 220-240V, 50/60Hz.",,
SF964RTFRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf964rtf.jpg,sanfordjapan,"Rechargeable stand fan, Auto cut-off charge.
                        2 speed oscillating function, Full charge indicator.
						AC and DC power operated.
                        Charge time: 20-24 hours. LED working time : 90 hours.
						AC 220-240V, 50/60Hz.",,
SF971RTFRechargeable Stand Fan,https://sanfordjapan.com/products/home_appliances/rechargeable_fan/sf971rtf.jpg,sanfordjapan,"16” Rechargeable Oscillating stand fan with LED lights.
                        3 pcs LED light, Adjustable Stand.
						AC and DC power operated.
                        Adjustable Fan speed, Acid lead battery.
                        Fan working time : 5.5 hours high, 6.5 hours low.
                        LED working time : above 120 hours.",,
SF6300SL - 2SCGuardian Searchlight,https://sanfordjapan.com/products/luminous_collection/classic/sf6300sl.jpg,sanfordjapan,"•  Rechargeable 2SC LED Search light.
•  Range - 1200 meters / 120-140 lumens.
•  Working time: 200 minutes, Charging time: 8 hours.
•  Rechargeable Lithium - 1500mAh.
•  Current:550mA, Voltage:5.0V, USB charging.

Corrosion / Water / Shock resistance.
Life time warranty for CREE LED.
Hyper bright CREE 3W LED.",,
SF6301SLGuardian Searchlight,https://sanfordjapan.com/products/luminous_collection/guardian/sf6301sl.jpg,sanfordjapan,"Corrosion / Water / Shock Resistance.
Life time warranty for CREE LED.
Hyper bright CREE 5W LED.
Range - 2600 meters / 265-275 lumens.
Working Time: 180 minutes, Charging Time: 8 Hours
Rechargeable Lithium Battery: 4000mAh.
Current:750mA, Voltage:5.0V.
USB C Type Charging.",,
SF5603MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5603mg.jpg,sanfordjapan,"3000 Watts, Powerful and efficient motor
Motor circuit breaker, Metal grinder head.
Metal gear box and Gear shaft.
Stainless steel cutting Blades.
Blade size - 5mm fine, 7mm normal, 4 Edge knife, Triangle coarse.
Easy to remove grinder head, Storage Box.
Brochure",,
SF5851MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5851mg.jpg,sanfordjapan,"2000 Watts, Meat grinder, Reverse function. 
Plastic housing, 100% Copper motor.
3 Stainless steel cutting blade (3mm, 5mm, 7mm)
Capacity 1kg/min.
Maximum locked motor power:2000 Watts.
Attachments: Sausage, Kibbe, Food Pusher.
Brochure",,
SF5855MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5855mg.jpg,sanfordjapan,"500 Watts, Powerful and efficient motor
Motor circuit breaker, Metal grinder head.
Metal gear box and Gear shaft.
Stainless steel cutting Blades.
Blade size - 5mm fine, 7mm normal, 4 Edge knife, Triangle coarse.
Easy to remove grinder head, Storage Box.
Brochure",,
SF5856MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5856mg_new.jpg,sanfordjapan,"Stainless Steel Blade, Capacity: 2kg/Min.

3 Cutting Plates (Fine, Medium and Coarse).
Aluminum Grinder Head and Tray.
Heavy-Duty Copper Motor.
On / Off Switch with Reverse Function.
Detachable Parts for Easy cleaning.
Convenient Storage Box for the Attachments.
Non-slip Rubber Feet, Quick Release Button.
Powerful and Quiet Operation.
Maximum Locked Motor Power 2500 Watts.
Accessories: Sausage & Kubbe Attachment and Food Pusher.
Brochure",,
SF5857MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5857mg.jpg,sanfordjapan,"800W torque powerful copper motor(#7625) with thermostat
Power efficiency and stable performance
Low noise, reverse rotation function
Die-Casted aluminium grinder head, meat pan and auger
Stainless steel cutting plates(Fine, medium and coarse)
Detachable parts, Easy to operate and clean
1500pcs/20ft 2940pcs/40GP 3108pcs/40HQ.
Brochure",,
SF5858MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5858mg_a.jpg,sanfordjapan,"Stainless steel housing, Stainless steel blade
Low noise, Easy assembly design
Capacity: 1.8Kg/Min, Reverse function
Maximum locked motor power: 2000Watts
Detachable aluminum die-cast parts for easy cleaning
Exchangeable 3 metal cutting plate : 3mm, 5mm, 7mm
Attachment accessories: Sausage, Kibbe, Food pusher
Non slip rubber feet.
Brochure",,
SF5858MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5858mg_b.jpg,sanfordjapan,"Big Stainless steel housing, Stainless steel blade
Low noise, Easy assembly design
Capacity: 1.8Kg/Min, Reverse function
Maximum locked motor power: 2000Watts
Detachable aluminum die-cast parts for easy cleaning
Exchangeable 3 metal cutting plate : 3mm, 5mm, 7mm
Attachment accessories: Sausage, Kibbe, Food pusher
Non slip rubber feet.
Brochure",,
SF5858MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5858mg_c.jpg,sanfordjapan,"Stainless steel housing, Stainless steel blade
Low noise, Easy assembly design
Capacity: 1.8Kg/Min, Reverse function
Maximum locked motor power: 2000Watts
Detachable aluminum die-cast parts for easy cleaning
Exchangeable 3 metal cutting plate : 3mm, 5mm, 7mm
Attachment accessories: Sausage, Kibbe, Food pusher
Non slip rubber feet.
Brochure",,
SF5859MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5859mg_a.jpg,sanfordjapan,"ABS Plastic housing with portable accessory storage.
Stainless steel blade
Low noise, Easy assembly design
Capacity: 1.8Kg/Min, Reverse function
Maximum locked motor power: 2000Watts
Detachable aluminum die-cast parts for easy cleaning
Exchangeable 3 metal cutting plate : 3mm, 5mm, 7mm
Attachment accessories: Sausage, Kibbe, Food pusher
Non slip rubber feet.
Brochure",,
SF5859MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5859mg_b.jpg,sanfordjapan,"Glossy & Matt combination fashion housing.
Stainless steel blade, Portable Handle
Low noise, Easy assembly design
Capacity: 1.5Kg/Min, Reverse function
Maximum locked motor power: 2000Watts
Detachable aluminum die-cast parts for easy cleaning
Exchangeable 3 metal cutting plate : 3mm, 5mm, 7mm
Attachment accessories: Sausage, Kibbe, Food pusher
Non slip rubber feet.
Brochure",,
SF5859MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5859mg_c.jpg,sanfordjapan,"ABS Plastic housing with portable accessory storage.
Stainless steel blade
Low noise, Easy assembly design
Capacity: 1.8Kg/Min, Reverse function
Maximum locked motor power: 2000Watts
Detachable aluminum die-cast parts for easy cleaning
Exchangeable 3 metal cutting plate : 3mm, 5mm, 7mm
Attachment accessories: Sausage, Kibbe, Food pusher
Non slip rubber feet.
Brochure",,
SF5860MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5860mg.jpg,sanfordjapan,"220-240V~50/60Hz 1000W, Reverse function
Single switch, Circuit Breaker, Big size switch for easy use
Big size Stainless steel wrapped body, 3 pieces cutting plates
Sausage attachment / Kubbe attachment.
Brochure",,
SF5861MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5861mg.jpg,sanfordjapan,"220-240V 50/60Hz 800W, Reverse Function, 3 pcs Cutting Plates
                        1 more extra S.S. Cutting Blade, Sausage attachment
Kubbe attachment, vegetable grinding option.
Brochure",,
SF5862MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5862mg_a.jpg,sanfordjapan,"ABS Plastic housing, Stainless steel blade
Low noise, Easy assembly design
Capacity: 1.5Kg/Min, Reverse function
Maximum locked motor power: 2000Watts
Detachable aluminum die-cast parts for easy cleaning
Exchangeable 3 metal cutting plate : 3mm, 5mm, 7mm
Attachment accessories: Sausage, Kibbe, Food pusher
Non slip rubber feet.
Brochure",,
SF5862MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5862mg_b.jpg,sanfordjapan,"ABS Plastic housing, Stainless steel blade
Low noise, Easy assembly design
Capacity: 1.5Kg/Min, Reverse function
Maximum locked motor power: 2000Watts
Detachable aluminum die-cast parts for easy cleaning
Exchangeable 3 metal cutting plate : 3mm, 5mm, 7mm
Attachment accessories: Sausage, Kibbe, Food pusher
Non slip rubber feet.
Brochure",,
SF5863MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5863mg.jpg,sanfordjapan,"220-240V 50/60Hz 1000W, Reverse Function
Circuit Breaker, Big size aluminium parts
3 pcs Cutting Plates, 1 more extra S.S. Cutting Blade
Sausage attachment, Kubbe attachment.
Brochure",,
SF5865MGMeat Grinder,https://sanfordjapan.com/products/kitchen_appliances/meat_grinder/sf5865mg.jpg,sanfordjapan,"Electronics Control with LED Indicator Light.
2 Speed Control, Metal Gear Box.
100% Copper Motor.
Automatic Reverse Function.
Electronic Overload Protection.
Stainless Steel Blade.
Powerful 3500Watts.
Accessories: 3 Cutting Plates, Kubbe Attachment, Sausage Maker.
Brochure",,
